node_1|node_2|edge|chunk_id
employer identification number (ein)|online ein application|You can apply for an Employer Identification Number using the online EIN application|9d2b110facd74ebcba597774acd1c81f
form ss-4|application for employer identification number|Form SS-4 is used to apply for an Employer Identification Number|9d2b110facd74ebcba597774acd1c81f
federal unemployment tax act|futa tax|The Federal Unemployment Tax Act (FUTA) requires the payment of FUTA tax on cash wages paid to household employees.|7a00df00840b439482bbe0b51898af52
cash wages|household employee|You must pay federal unemployment tax (FUTA) tax on the first $7,000 of cash wages you pay to each household employee.|7a00df00840b439482bbe0b51898af52
spouse|cash wages|Don't count wages paid to your spouse as wages subject to FUTA tax.|7a00df00840b439482bbe0b51898af52
child (under 21)|cash wages|Also, don't consider cash wages that you pay to a household employee in excess of $7,000 as wages subject to FUTA tax.|7a00df00840b439482bbe0b51898af52
parent|cash wages|Don't count wages paid to your parent as wages subject to FUTA tax.|7a00df00840b439482bbe0b51898af52
futa wages|futa tax|The FUTA tax is 6% of your employee’s FUTA wages.|7a00df00840b439482bbe0b51898af52
state unemployment funds|credit|You may be able to take a credit of up to 5.4% against your FUTA tax liability for amounts you paid into state unemployment funds, resulting in a net tax rate of 0.6%.|7a00df00840b439482bbe0b51898af52
unemployment compensation laws|credit reduction state|If you paid wages that are subject to the unemployment compensation laws of a credit reduction state, your FUTA tax credit may be reduced.|7a00df00840b439482bbe0b51898af52
schedule h|household employment taxes|Schedule H is a form for Household Employment Taxes.|671e47244ef3441abbef7226e7bb44cc
form 10-40|individual income tax return|Attach Schedule H to your individual income tax return, Form 10-40.|671e47244ef3441abbef7226e7bb44cc
form 10-40-sr|u.s. tax return for seniors|Form 10-40-SR is a type of U.S. Tax Return for Seniors.|671e47244ef3441abbef7226e7bb44cc
form 10-40-nr|u.s. nonresident alien income tax return|Form 10-40-NR is a U.S. Nonresident Alien Income Tax Return.|671e47244ef3441abbef7226e7bb44cc
form 10-41|u.s. income tax return for estates and trusts|Form 10-41 is a U.S. Income Tax Return for Estates and Trusts.|671e47244ef3441abbef7226e7bb44cc
fica tax|wages|If you pay wages subject to FICA tax, you'll need to file Schedule H (Form 10-40).|671e47244ef3441abbef7226e7bb44cc
futa tax|wages|If you pay wages subject to FUTA tax, you'll need to file Schedule H (Form 10-40).|671e47244ef3441abbef7226e7bb44cc
estimated tax payments|schedule h (form 10-40)|The estimated tax payments can be avoided by filing Schedule H (Form 10-40)|3c56f073407f4cd28aed5c010a14d699
estimated tax payments|employment taxes for household employee|The estimated tax payments need to cover both the employment taxes for household employee and income tax|3c56f073407f4cd28aed5c010a14d699
income tax|estimated tax payments|You can pay your income tax through estimated tax payments|3c56f073407f4cd28aed5c010a14d699
form 10-40-es, estimated tax for individuals|estimated tax payments|You can make estimated tax payments using Form 10-40-ES, Estimated Tax for Individuals|3c56f073407f4cd28aed5c010a14d699
household employment taxes|estimated tax underpayment penalty|Not paying household employment taxes during the year may result in an estimated tax underpayment penalty|3c56f073407f4cd28aed5c010a14d699
employer|forms 941|The employer is required to deposit employment taxes reported on Forms 941|459e5d01b4c14062996de43f4f5d5164
employer|form 944|The employer is required to deposit employment taxes reported on Form 944|459e5d01b4c14062996de43f4f5d5164
federal income tax|employees' shares of social security and medicare tax|The amount of federal income tax withheld from employees, along with the employer's and employees' shares of Social Security and Medicare tax, is reported on Forms 941 or 944|459e5d01b4c14062996de43f4f5d5164
monthly schedule depositor|semiweekly schedule depositor|The terms 'monthly schedule depositor' and 'semiweekly schedule depositor' identify which set of deposit rules the employer must follow when an employment tax liability arises|459e5d01b4c14062996de43f4f5d5164
employment taxes|cash basis|The deposit rules are based on the dates when wages are paid (cash basis), not on when tax liabilities are accrued for accounting purposes|459e5d01b4c14062996de43f4f5d5164
liability under $2,500|form 941|If the employment tax liability is less than $2,500, the employer may pay the taxes with their timely filed return instead of making deposits|459e5d01b4c14062996de43f4f5d5164
form 944|employment tax liability|The Form 944 filing is related to employment tax liability for the year.|b5a26328f1544a3385450b2a1addc913
form 944|timely filed return|You may pay taxes with your timely filed Form 944 return instead of making deposits.|b5a26328f1544a3385450b2a1addc913
employment tax liability|$2,500|The employment tax liability must be less than $2,500 to file Form 944 and make payments with the return.|b5a26328f1544a3385450b2a1addc913
form 941|form 944|You can choose to deposit taxes or pay the amount shown as due on Form 941 or Form 944 when you file that form.|b5a26328f1544a3385450b2a1addc913
$2,500|threshold|The threshold for employment tax liability is $2,500 below which employers are not required to make deposits.|b5a26328f1544a3385450b2a1addc913
form 941|semiweekly or monthly rules|As a Form 941 filer, you must follow the semiweekly or monthly deposit rules if your total tax liability for the current quarter will be $2,500 or more.|b5a26328f1544a3385450b2a1addc913
preceding quarter|$2,500|If your liability for the preceding quarter was not less than $2,500, you must make deposits according to the semiweekly or monthly rules.|b5a26328f1544a3385450b2a1addc913
employment taxes|deposit schedules|The deposit schedule depends on the amount of employment taxes reported during the lookback period.|9ee5932924374f4e96a0b2b83598232c
lookback period|calendar year|The lookback period is a specific calendar year that determines the deposit schedule for the current calendar year.|9ee5932924374f4e96a0b2b83598232c
form 941|lookback period|If you've filed only Form 941, the lookback period is the 12 months starting July 1st of the second preceding year and ending on June 30th of the prior year.|9ee5932924374f4e96a0b2b83598232c
form 944|lookback period|If you filed Form 944 in either of the two previous years or you're filing Form 944 in the current year, the lookback period is the calendar year two years prior to the year for which you’re depositing.|9ee5932924374f4e96a0b2b83598232c
monthly schedule depositor|employment taxes|If you reported taxes of $50,000 or less during the lookback period, you're a monthly schedule depositor.|9ee5932924374f4e96a0b2b83598232c
monthly deposit|employment taxes|You generally must deposit your employment taxes on payments made during a given month on or before the 15th day of the following month.|9ee5932924374f4e96a0b2b83598232c
holiday|business day|If the 15th of any calendar month falls on a Saturday, Sunday, or legal holiday in the District of Columbia, the deposit is due by the next business day.|9ee5932924374f4e96a0b2b83598232c
semiweekly schedule depositor|taxes|related as a requirement|411b5531d7ad4d079aa2c00cab39a28a
payday|schedule|related in determining deposit timing|411b5531d7ad4d079aa2c00cab39a28a
wednesday, thursday, and/or friday|following wednesday|related as a deadline for deposits|411b5531d7ad4d079aa2c00cab39a28a
saturday, sunday, monday, and/or tuesday|following friday|related as a deadline for deposits|411b5531d7ad4d079aa2c00cab39a28a
legal holiday|next business day|related in determining deposit timing|411b5531d7ad4d079aa2c00cab39a28a
semiweekly period|deposit|related as a requirement|411b5531d7ad4d079aa2c00cab39a28a
business days|deposit deadline|related in determining deposit timing|411b5531d7ad4d079aa2c00cab39a28a
deposit period|next business day|must be deposited within|7bcdf2520b7a4aca8513afbf0cb86d05
$100,000 next-day deposit rule|section 11 of publication 15|see details about|7bcdf2520b7a4aca8513afbf0cb86d05
new employer|lookback period|taxes are considered to be zero for any quarter before starting business|7bcdf2520b7a4aca8513afbf0cb86d05
monthly schedule depositor|semiweekly schedule depositor|categories based on tax accumulation threshold ($100,000)|7bcdf2520b7a4aca8513afbf0cb86d05
federal tax payment system|eftps|EFTPS is a free service provided by the Department of Treasury|018fd3bdf7a3479e9b9fae0e4092e47d
electronic federal tax payment system|a guide to getting startedpdf|Additional information can be found in Publication 966|018fd3bdf7a3479e9b9fae0e4092e47d
tax professional|third party|Your tax professional or financial institution can make electronic deposits on your behalf|018fd3bdf7a3479e9b9fae0e4092e47d
payroll service|third party|Your payroll service can also make electronic deposits on your behalf|018fd3bdf7a3479e9b9fae0e4092e47d
federal tax collection service (ftcs)|same-day payment method|You can use the FTCS for a same-day payment if you fail to initiate a deposit transaction by 8 p.m. Eastern time|018fd3bdf7a3479e9b9fae0e4092e47d
tax liability|deposit due date|related to each other in determining the deadline for payment|4deb0a14c3ea4536988aac6df0fa044e
penalties|depositing late|applies when depositing is not done on or before the due date|4deb0a14c3ea4536988aac6df0fa044e
penalties|depositing less than the required amount|applies when payment does not meet the full liability|4deb0a14c3ea4536988aac6df0fa044e
penalties|mailing payments directly to the irs|applies when payments are sent instead of being deposited as required|4deb0a14c3ea4536988aac6df0fa044e
irs|waiving penalties|may occur in specific circumstances, according to Publication 15|4deb0a14c3ea4536988aac6df0fa044e
